"id","female","age","cohort","race","latinx","ethnic","educate","childs","marital","sei","occprest","attend","relig","fund","owngun","legalmarij","cappunish","partyaff","polviews","spanking","lifesatis","volunteer","confidence","civliberty","watchtv","pincome","fincome"
1839,"male",58,1960,"White","no","White",14,2,3,45.1,40,0,2,"moderate","no","no","yes",7,6,2,71.65,4,5,0,5,170,120
1840,"male",85,1933,"White","no","White",16,3,3,40.1,43,2,2,"moderate","yes",NA,"yes",6,6,1,NA,1,3,2,1,0,120
1841,"male",25,1993,"White","no","White",12,0,4,45.4,49,4,2,"moderate","no","yes","no",5,5,2,NA,1,5,0,2,120,100
1842,"female",72,1946,"White","no","White",16,3,3,67.8,52,7,1,"liberal","no","yes","no",1,2,4,90.79,5,4,0,1,220,120
1843,"female",70,1948,"White","no","White",13,0,4,59.9,42,7,2,"moderate","no",NA,"no",7,6,3,NA,1,0,5,4,0,60
1844,"female",62,1956,"AfricanAmerican","no","AfricanAmerican",12,4,3,38.3,50,7,2,"moderate","no","yes","yes",1,4,2,NA,1,0,0,5,110,110
1845,"male",85,1933,"AfricanAmerican","no","AfricanAmerican",19,1,2,75.5,59,7,1,"liberal","yes","yes","no",1,4,NA,82.22,3,7,3,NA,180,120
1846,"female",39,1979,"White","no","White",15,3,4,20.1,48,5,1,"fundamentalist","no","yes","yes",2,6,1,66.95,2,1,0,2,90,90
1847,"male",68,1950,"AfricanAmerican","no","AfricanAmerican",15,4,2,50.4,62,7,2,"moderate","no","no","no",1,2,NA,68.53,2,8,6,NA,180,120
1848,"female",64,1954,"White","no","White",12,2,3,62.9,54,6,2,"moderate","no",NA,"no",6,5,1,NA,1,1,1,2,150,120
1849,"male",75,1943,"White","no","White",12,3,2,46,49,7,2,"moderate","yes","no","yes",1,6,NA,79.3,4,5,0,NA,0,120
1850,"male",55,1963,"White","no","White",7,3,1,36.4,45,2,2,"moderate","no","no","no",1,4,2,77.25,1,3,0,7,0,80
1851,"male",35,1983,"AfricanAmerican","no","AfricanAmerican",12,6,1,42.2,40,2,6,"liberal","no","no","no",3,4,2,NA,1,2,0,3,0,120
1852,"female",24,1994,"White","yes","Latinx",12,1,4,24.2,48,2,2,"moderate","no",NA,"yes",4,6,2,NA,1,0,10,1,30,20
1853,"male",27,1991,"White","no","White",12,1,4,18.6,37,2,1,"fundamentalist","yes","yes","yes",6,6,NA,74.4,1,1,11,NA,150,120
1854,"female",28,1990,"White","yes","Latinx",10,1,1,25.7,38,5,2,"moderate","no",NA,"yes",4,4,3,NA,1,1,7,2,0,120
1855,"male",61,1957,"White","no","White",18,0,3,63.7,51,0,1,"fundamentalist","no","yes","yes",3,5,2,NA,1,2,0,2,0,120
1856,"female",67,1951,"White","no","White",13,2,1,41.4,60,7,1,"liberal","yes","no","yes",5,5,NA,89.11,3,5,12,NA,0,110
1857,"male",80,1938,"White","no","White",10,8,2,31,42,0,6,"liberal","no","no","yes",6,5,2,69.25,1,2,0,5,0,120
1858,"female",86,1932,"White","no","White",16,2,2,84.5,74,8,1,"liberal","yes","no","yes",1,2,NA,77.6,4,8,10,NA,0,120
1859,"female",33,1985,"other","yes","Latinx",12,0,1,14,21,1,2,"moderate","no",NA,"yes",4,2,1,NA,1,0,2,2,110,110
1860,"female",28,1990,"White","no","White",18,1,4,80.9,61,2,1,"fundamentalist","no","yes","yes",4,4,NA,78.76,1,2,10,NA,160,120
1861,"female",30,1988,"White","yes","Latinx",9,3,3,39.7,31,4,1,"moderate","no",NA,"no",4,4,1,NA,1,0,11,0,0,70
1862,"female",23,1995,"White","no","White",14,0,4,28.6,48,2,6,"liberal","no","yes","yes",3,2,NA,68.55,2,4,5,NA,20,10
1863,"female",45,1973,"other","no","Other",18,2,1,84.2,64,7,2,"moderate","no","no","no",3,4,4,NA,1,4,0,1,180,120
1864,"male",77,1941,"White","no","White",11,2,3,21.5,36,1,6,"liberal","yes",NA,"yes",7,6,2,NA,1,0,4,4,220,120
1865,"female",39,1979,"White","no","White",11,3,1,41,39,0,2,"moderate","no","yes","yes",4,4,1,69.45,1,2,0,4,0,120
1866,"male",81,1937,"White","no","White",14,3,1,43,38,7,1,"fundamentalist","yes","no","yes",7,6,NA,71.18,2,10,1,NA,0,120
1867,"female",32,1986,"other","yes","Latinx",9,5,3,21.6,28,1,6,"liberal","no",NA,"yes",4,4,2,NA,1,1,3,0,10,40
1868,"male",34,1984,"White","yes","Latinx",11,1,1,36.7,32,4,1,"moderate","no","yes","yes",6,4,NA,87.41,1,5,7,NA,200,120
1869,"female",39,1979,"White","no","White",19,2,4,80.9,61,7,1,"moderate","no",NA,"yes",2,4,1,NA,1,0,7,6,0,120
1870,"female",59,1959,"other","yes","Latinx",13,2,3,73.9,53,7,2,"moderate","yes","yes","no",3,4,NA,67.15,2,0,6,NA,180,120
1871,"male",49,1969,"other","yes","Latinx",13,4,3,31.3,26,5,1,"fundamentalist","yes",NA,"yes",4,6,1,NA,1,0,0,0,250,120
1872,"male",84,1934,"White","no","White",16,3,1,85.2,65,8,1,"moderate","yes","no","no",5,5,NA,67.84,3,4,9,NA,0,120
1873,"female",24,1994,"White","no","White",11,0,4,14,21,0,6,"liberal","no","yes","yes",4,4,2,NA,1,2,0,4,20,120
1874,"male",52,1966,"other","yes","Latinx",13,2,1,46,49,7,2,"moderate","no",NA,"yes",2,5,3,NA,1,1,0,1,0,120
1875,"female",36,1982,"White","no","White",12,3,1,46.7,29,7,1,"fundamentalist","no","no","yes",5,4,2,70.88,2,2,0,2,0,120
1876,"female",30,1988,"other","yes","Latinx",6,4,1,47.85,44,8,1,"liberal","no","no","no",4,1,2,NA,1,7,0,1,0,120
1877,"female",67,1951,"AfricanAmerican","no","AfricanAmerican",12,3,4,43.4,36,7,1,"fundamentalist","no",NA,"no",1,7,2,NA,1,2,3,11,0,90
1878,"male",18,2000,"White","yes","Latinx",10,0,4,45.11,42,0,6,"liberal","no","yes","yes",4,1,NA,65.92,5,6,11,NA,0,120
1879,"female",53,1965,"AfricanAmerican","no","AfricanAmerican",12,1,4,24.2,48,5,1,"fundamentalist","no","no","no",4,4,2,86.23,4,4,0,3,180,120
1880,"female",49,1969,"White","no","White",9,3,3,25.2,28,2,1,"fundamentalist","no","no","yes",7,4,NA,69.56,3,9,6,NA,30,50
1881,"female",24,1994,"AfricanAmerican","no","AfricanAmerican",13,3,4,21.8,35,0,6,"liberal","no",NA,"yes",3,4,1,NA,1,1,5,2,0,90
1882,"female",72,1946,"other","yes","Latinx",8,8,3,13.6,33,5,2,"moderate","no","no","no",2,4,NA,59.86,1,1,6,NA,0,70
1883,"female",54,1964,"White","yes","Latinx",12,3,1,26.8,35,5,2,"moderate","no",NA,"no",5,4,2,NA,1,1,7,2,0,120
1884,"male",21,1997,"other","yes","Latinx",12,0,4,20,29,3,2,"moderate","no",NA,"yes",5,3,NA,NA,1,1,2,0,10,60
1885,"male",34,1984,"other","yes","Latinx",9,4,1,45.4,49,5,2,"moderate","no","yes","yes",4,5,2,NA,1,2,0,1,200,120
1886,"female",60,1958,"White","no","White",12,2,3,37.2,55,0,6,"liberal","no",NA,"yes",2,4,2,NA,1,0,5,4,200,120
1887,"female",25,1993,"White","no","White",12,2,1,47.25,44,3,1,"fundamentalist","yes","yes","yes",7,6,NA,84.33,1,1,9,NA,0,120
1888,"female",53,1965,"other","yes","Latinx",12,3,3,35.8,32,7,6,"liberal","no","no","no",5,6,2,65.87,5,6,0,2,200,120
1889,"male",33,1985,"White","no","White",12,2,1,39.2,45,8,1,"moderate","yes",NA,"yes",4,4,2,NA,1,2,12,3,200,120
1890,"female",30,1988,"other","yes","Latinx",12,8,1,60.5,61,5,2,"moderate","no","yes","yes",5,4,NA,87.03,1,8,4,NA,170,120
1891,"male",43,1975,"other","yes","Latinx",11,3,3,27.7,27,2,2,"moderate","no","yes","yes",3,3,NA,80.7,1,0,2,NA,140,120
1892,"male",27,1991,"other","yes","Latinx",10,1,4,36.2,43,3,2,"moderate","no","yes","no",4,4,2,66.5,1,1,0,7,130,120
1893,"male",57,1961,"AfricanAmerican","no","AfricanAmerican",11,1,4,23.2,28,7,1,"fundamentalist","no","no","yes",4,4,NA,69.09,1,1,4,NA,0,110
1894,"female",43,1975,"other","yes","Latinx",8,4,4,12.6,25,1,2,"moderate","no","yes","yes",2,5,2,NA,1,6,0,8,0,20
1895,"female",49,1969,"other","yes","Latinx",13,2,3,13.6,33,3,2,"moderate","no",NA,"yes",1,5,2,NA,1,2,4,1,0,90
1896,"female",61,1957,"White","no","White",10,6,3,13.6,33,7,1,"fundamentalist","no","yes","yes",4,4,NA,70.78,2,2,2,NA,130,110
1897,"male",39,1979,"other","yes","Latinx",14,2,3,32,35,4,1,"moderate","no","yes","no",2,3,NA,69.88,3,1,1,NA,200,120
1898,"female",54,1964,"White","no","White",14,2,3,26.5,33,2,1,"fundamentalist","no","yes","no",7,7,1,78.16,5,2,0,4,0,120
1899,"female",55,1963,"other","yes","Latinx",8,5,1,13.6,33,6,2,"moderate","no",NA,"yes",2,3,1,NA,1,0,6,3,200,120
1900,"male",54,1964,"AfricanAmerican","no","AfricanAmerican",12,0,4,13.6,33,2,1,"fundamentalist","no","yes","yes",2,6,1,81.38,1,3,0,7,0,40
1901,"male",49,1969,"other","yes","Latinx",11,3,1,62,45,2,2,"moderate","no","yes","yes",6,4,2,NA,1,0,0,2,200,120
1902,"female",77,1941,"AfricanAmerican","no","AfricanAmerican",12,5,3,24.2,48,0,6,"liberal","no","no","no",4,4,2,82.03,1,2,0,4,20,80
1903,"female",80,1938,"White","yes","Latinx",10,5,1,17.1,24,8,1,"fundamentalist","no",NA,"no",4,6,3,NA,1,0,5,1,0,120
1904,"male",43,1975,"White","yes","Latinx",10,3,1,38.8,47,4,2,"moderate","no","no","yes",2,4,NA,86.58,1,6,9,NA,200,120
1905,"female",45,1973,"other","yes","Latinx",4,3,2,14,21,8,1,"fundamentalist","no",NA,"no",4,1,2,NA,1,2,5,1,30,90
1906,"male",33,1985,"AfricanAmerican","no","AfricanAmerican",15,4,1,36.4,52,5,1,"moderate","no",NA,"no",2,4,1,NA,1,0,6,3,190,120
1907,"male",51,1967,"White","no","White",14,0,3,46,49,3,1,"fundamentalist","yes","no","yes",7,4,NA,72.72,1,2,5,NA,230,120
1908,"female",34,1984,"White","no","White",12,3,4,13.6,33,2,1,"moderate","no","yes","yes",4,4,NA,60.48,3,1,4,NA,90,120
1909,"male",28,1990,"White","no","White",17,0,1,84.3,63,7,1,"moderate","yes","yes","yes",6,5,NA,79.84,4,4,10,NA,230,120
1910,"female",35,1983,"White","no","White",15,1,1,56.9,49,3,1,"fundamentalist","no","yes","yes",7,6,3,NA,1,4,0,1,180,120
1911,"male",61,1957,"White","yes","Latinx",16,3,2,75.7,63,7,2,"moderate","yes",NA,"yes",3,4,3,NA,1,0,9,2,260,130
1912,"female",35,1983,"White","yes","Latinx",20,0,1,82.5,64,1,6,"liberal","yes",NA,"no",3,4,2,NA,1,0,12,3,190,120
1913,"female",66,1952,"White","no","White",14,0,3,38.4,51,0,6,"liberal","no","yes","no",1,1,2,NA,1,0,0,2,180,120
1914,"male",43,1975,"White","yes","Latinx",12,2,3,68.6,50,2,1,"fundamentalist","yes",NA,"yes",7,5,2,NA,1,0,8,3,0,120
1915,"male",20,1998,"White","yes","Latinx",11,0,4,61.2,43,6,1,"moderate","no","yes","no",1,1,NA,92.57,1,0,7,NA,0,100
1916,"male",60,1958,"White","no","White",20,0,1,82.5,64,0,6,"liberal","no",NA,"no",4,4,4,NA,1,1,11,2,0,110
1917,"female",64,1954,"White","no","White",13,2,1,62.9,54,3,1,"liberal","yes","no","yes",7,6,NA,80.57,2,1,11,NA,0,120
1918,"male",34,1984,"other","yes","Latinx",12,0,4,33.2,37,0,6,"liberal","yes",NA,"no",4,4,3,NA,1,0,10,3,0,100
1919,"male",60,1958,"White","no","White",12,0,4,24.2,48,0,2,"moderate","no","yes","yes",2,4,3,68.42,2,2,0,3,180,120
1920,"male",34,1984,"White","no","White",12,0,4,28.7,44,2,2,"moderate","no","no","yes",5,4,2,NA,1,3,0,0,190,120
1921,"female",31,1987,"White","yes","Latinx",14,1,1,49.2,52,2,2,"moderate","yes","yes","yes",2,4,NA,79.61,1,2,7,NA,0,120
1922,"male",24,1994,"White","yes","Latinx",12,0,4,37.2,55,5,2,"moderate","no","no","no",6,4,2,NA,1,8,0,0,160,120
1923,"female",64,1954,"other","no","Other",16,4,3,91.1,69,0,6,"liberal","no",NA,"no",1,2,3,NA,1,0,12,1,190,120
1924,"female",38,1980,"White","yes","Latinx",15,2,4,19.6,31,1,1,"moderate","no","yes","yes",2,4,NA,47.5,1,2,8,NA,50,100
1925,"male",56,1962,"White","yes","Latinx",11,3,4,28.7,32,4,2,"moderate","yes",NA,"yes",2,5,2,NA,1,0,7,5,150,120
1926,"female",60,1958,"White","no","White",17,0,3,30.3,18,8,1,"fundamentalist","no","no","no",4,4,NA,80.19,5,0,10,NA,190,120
1927,"male",27,1991,"White","no","White",13,1,4,62,45,0,6,"liberal","yes",NA,"yes",4,4,2,NA,1,0,12,6,0,120
1928,"female",25,1993,"White","yes","Latinx",12,0,4,35.8,32,8,1,"fundamentalist","no","yes","yes",4,3,NA,70,2,0,9,NA,50,120
1930,"female",71,1947,"other","yes","Latinx",16,1,3,60.1,46,2,1,"liberal","no",NA,"yes",7,6,3,NA,1,0,9,1,0,120
1931,"male",73,1945,"White","no","White",11,1,1,71.8,55,1,1,"moderate","yes",NA,"yes",1,3,3,NA,1,1,12,4,90,120
1932,"female",61,1957,"White","no","White",20,2,1,84.2,64,0,3,"liberal","no","yes","no",1,2,NA,78.51,5,0,10,NA,0,120
1933,"female",30,1988,"White","yes","Latinx",9,3,3,12.6,25,0,6,"liberal","no","no","yes",4,1,2,58.15,1,1,0,2,0,90
1934,"female",66,1952,"White","no","White",20,1,3,84.5,74,0,6,"liberal","no","yes","no",2,1,3,NA,1,1,0,0,0,120
1935,"female",53,1965,"White","no","White",12,4,3,28.5,26,0,1,"fundamentalist","no",NA,"yes",5,5,1,NA,1,0,5,1,20,100
1936,"male",41,1977,"White","no","White",16,4,1,84.5,74,3,1,"moderate","no","yes","yes",1,3,NA,69.39,1,4,12,NA,0,110
1937,"female",56,1962,"White","no","White",18,4,1,87.3,65,5,1,"liberal","yes",NA,"yes",6,5,3,NA,1,0,7,1,210,130
1938,"female",26,1992,"White","no","White",16,0,1,59.1,38,3,5,"none","yes","no","no",2,3,NA,69.05,2,4,12,NA,0,120
1939,"male",39,1979,"White","no","White",19,3,1,76.3,60,5,1,"moderate","yes",NA,"yes",4,4,2,NA,1,0,11,0,230,120
1940,"female",60,1958,"White","no","White",16,2,1,34.6,42,5,2,"moderate","yes",NA,"yes",7,6,2,NA,1,3,12,3,0,110
1941,"male",56,1962,"White","no","White",20,2,1,92.1,72,2,1,"liberal","no",NA,"yes",6,5,1,NA,1,0,9,2,240,120
1942,"female",18,2000,"White","no","White",12,0,4,43.92,44,2,1,"moderate","no","no","no",2,2,NA,88.46,1,6,6,NA,0,110
1943,"female",62,1956,"White","no","White",16,3,1,57.8,37,7,1,"fundamentalist","no",NA,"yes",7,5,2,NA,1,0,11,0,0,120
1944,"female",48,1970,"White","no","White",14,1,1,41.1,53,0,6,"liberal","yes","yes","yes",2,4,NA,89.04,1,3,6,NA,0,120
1945,"female",44,1974,"White","no","White",20,2,1,67.7,39,4,1,"moderate","no","yes","no",6,5,3,72.2,3,4,0,1,230,120
1946,"male",55,1963,"White","no","White",16,1,1,77.4,72,0,2,"moderate","no",NA,"no",4,4,2,NA,1,0,12,1,260,130
1947,"male",21,1997,"White","no","White",15,0,4,41.96,42,2,3,"liberal","no","yes","yes",4,4,3,71.52,2,2,0,0,0,20
1948,"male",24,1994,"White","no","White",16,0,4,55.1,54,2,6,"liberal","no",NA,"no",2,2,4,NA,1,0,11,2,80,90
1949,"male",36,1982,"White","no","White",14,1,1,60.1,46,1,1,"moderate","no","yes","yes",7,6,3,80.49,1,5,0,6,0,120
1950,"male",29,1989,"White","no","White",16,0,4,50.4,62,0,6,"liberal","yes",NA,"yes",4,4,NA,NA,1,0,12,1,210,120
1951,"female",66,1952,"other","no","Other",15,1,3,46.6,69,5,1,"fundamentalist","no","yes","no",2,4,NA,89.63,1,5,7,NA,0,90
1952,"female",33,1985,"White","no","White",16,2,3,84.2,64,7,1,"moderate","no",NA,"no",6,6,2,NA,1,0,8,1,180,120
1953,"male",58,1960,"White","no","White",14,0,3,23.3,25,5,3,"liberal","no","yes","no",5,4,NA,69.73,2,4,11,NA,0,90
1954,"female",76,1942,"White","no","White",12,2,3,35.1,37,8,1,"fundamentalist","no",NA,"no",7,6,3,NA,1,2,11,6,0,100
1955,"male",46,1972,"White","yes","Latinx",12,1,4,34.1,35,1,2,"moderate","no","yes","yes",5,6,2,NA,1,3,0,2,80,120
1956,"female",30,1988,"White","no","White",12,1,4,13.6,21,0,6,"liberal","no",NA,"yes",3,4,4,NA,1,2,7,3,190,120
1957,"female",49,1969,"White","no","White",17,2,3,82.5,64,2,1,"moderate","no","no","yes",6,5,2,69.51,3,3,0,1,200,120
1958,"male",51,1967,"White","yes","Latinx",14,6,3,52,46,2,2,"moderate","yes",NA,"yes",7,4,2,NA,1,0,4,4,170,120
1959,"male",63,1955,"White","no","White",12,5,1,28.7,32,0,6,"liberal","yes","yes","yes",1,2,NA,70.37,1,2,5,NA,0,100
1960,"male",39,1979,"White","no","White",10,0,1,50.4,62,0,6,"liberal","no",NA,"no",1,1,4,NA,1,0,9,1,0,120
1961,"female",69,1949,"other","no","Other",14,4,3,28.5,26,4,1,"moderate","no","no","yes",6,6,NA,70.09,1,2,9,NA,110,120
1962,"male",24,1994,"White","yes","Latinx",12,2,1,31.2,45,0,6,"liberal","no",NA,"no",4,4,2,NA,1,1,7,2,160,120
1964,"female",42,1976,"other","yes","Latinx",6,4,3,14.8,22,6,2,"moderate","no","no","yes",4,4,1,63.15,1,8,0,0,20,120
1965,"male",30,1988,"other","yes","Latinx",12,3,1,39.2,45,0,6,"liberal","no",NA,"yes",4,4,3,NA,1,3,10,1,180,120
1966,"female",32,1986,"White","yes","Latinx",13,3,1,41.8,40,6,2,"moderate","no",NA,"yes",2,4,2,NA,1,3,7,1,180,120
1967,"female",41,1977,"other","yes","Latinx",6,4,1,44.66,42,7,2,"moderate","no","yes","no",4,5,2,NA,1,1,0,2,0,110
1968,"female",67,1951,"White","no","White",13,0,3,57.8,47,0,2,"moderate","no",NA,"no",1,3,2,NA,1,3,12,6,0,110
1969,"female",28,1990,"White","yes","Latinx",14,5,3,38.8,47,5,1,"moderate","no","no","no",4,4,NA,57.48,2,1,6,NA,130,110
1970,"female",60,1958,"other","yes","Latinx",16,0,4,62.9,54,5,2,"moderate","no","no","no",4,4,NA,84.12,3,0,12,NA,60,100
1971,"female",51,1967,"White","no","White",14,0,3,60.3,39,5,1,"moderate","no",NA,"yes",6,3,2,NA,1,2,10,1,230,120
1972,"male",32,1986,"White","no","White",16,0,4,51.8,49,2,6,"liberal","no","yes","no",3,4,NA,70.23,3,2,12,NA,160,120
1973,"male",28,1990,"AfricanAmerican","no","AfricanAmerican",16,1,4,23.8,25,2,1,"moderate","yes",NA,"no",1,4,1,NA,1,1,11,6,100,100
1974,"male",59,1959,"White","no","White",13,4,1,52,46,7,1,"fundamentalist","yes","no","yes",5,4,NA,78.48,1,2,10,NA,190,120
1975,"female",38,1980,"White","yes","Latinx",9,5,1,13.6,21,0,6,"liberal","no","no","yes",4,2,2,79.31,1,0,0,3,70,110
1976,"female",70,1948,"White","no","White",12,1,1,75.5,59,5,1,"fundamentalist","yes",NA,"yes",7,4,2,NA,1,2,11,5,0,120
1977,"male",36,1982,"AfricanAmerican","no","AfricanAmerican",15,5,4,23,31,1,1,"moderate","no","yes","no",6,4,NA,70.41,2,2,3,NA,120,120
1978,"male",29,1989,"White","yes","Latinx",16,2,4,69.4,47,4,1,"fundamentalist","no","yes","yes",5,4,2,NA,1,0,0,1,0,120
1979,"male",59,1959,"other","yes","Latinx",2,4,3,14,27,3,2,"moderate","no",NA,"yes",4,2,3,NA,1,2,6,1,70,80
1980,"female",42,1976,"other","yes","Latinx",9,3,1,34.7,47,6,1,"moderate","no","no","no",4,5,NA,69.73,4,0,1,NA,110,120
1981,"male",60,1958,"other","yes","Latinx",12,0,4,17.5,22,0,2,"moderate","no","no","no",1,4,1,68.59,1,2,0,8,0,90
1982,"male",56,1962,"White","yes","Latinx",13,4,3,28.3,40,0,1,"moderate","no",NA,"yes",1,1,3,NA,1,0,5,1,0,20
1983,"male",34,1984,"White","yes","Latinx",18,0,4,73.9,53,0,1,"fundamentalist","yes","yes","yes",3,4,NA,67.4,2,6,11,NA,210,120
1984,"female",32,1986,"White","yes","Latinx",16,1,4,79.6,59,0,6,"liberal","no","yes","no",3,1,4,NA,1,2,0,1,150,120
1985,"female",22,1996,"AfricanAmerican","no","AfricanAmerican",12,0,4,24.1,30,1,1,"moderate","no","yes","no",5,4,NA,60.51,3,4,5,NA,60,100
1986,"female",35,1983,"other","yes","Latinx",13,3,1,28.5,26,0,6,"liberal","no","yes","no",3,3,2,70.21,1,1,0,4,50,120
1987,"female",22,1996,"AfricanAmerican","yes","Latinx",12,2,4,31.6,34,3,6,"liberal","no","yes","no",4,4,NA,88.21,3,1,8,NA,0,90
1988,"female",25,1993,"White","no","White",12,0,4,21.8,35,3,1,"moderate","no",NA,"yes",6,4,2,NA,1,2,6,2,0,50
1989,"male",44,1974,"other","yes","Latinx",12,5,4,60.3,39,0,1,"moderate","no","yes","no",4,1,NA,91.96,1,0,1,NA,0,110
1990,"female",66,1952,"other","yes","Latinx",12,3,3,20.1,48,3,2,"moderate","no","no","no",2,4,2,72.45,1,1,0,5,120,120
1991,"male",44,1974,"other","yes","Latinx",11,0,4,14.8,22,0,2,"moderate","no",NA,"yes",7,6,1,NA,1,1,6,6,10,80
1992,"male",47,1971,"other","yes","Latinx",0,2,2,13.6,33,3,2,"moderate","no","no","no",4,4,NA,78.94,1,3,6,NA,40,50
1993,"male",21,1997,"White","no","White",12,1,4,18.6,37,0,6,"liberal","no",NA,"no",4,4,3,NA,1,0,7,0,90,100
1994,"female",43,1975,"White","yes","Latinx",9,3,3,14,27,1,2,"moderate","no",NA,"no",4,4,4,NA,1,1,3,3,0,120
1995,"male",51,1967,"White","no","White",8,2,3,14,27,7,1,"fundamentalist","no",NA,"no",4,4,2,NA,1,1,0,4,0,90
1996,"female",67,1951,"White","no","White",14,3,1,38.8,47,0,1,"liberal","no","yes","yes",3,3,3,NA,1,4,0,3,0,120
1997,"male",71,1947,"White","no","White",14,7,1,31.2,45,0,2,"moderate","no","yes","no",2,3,3,79.08,3,2,0,4,0,120
1998,"female",85,1933,"White","no","White",16,4,2,71.7,61,0,6,"liberal","yes","yes","no",1,1,NA,81.72,1,0,12,NA,0,120
1999,"female",72,1946,"White","no","White",19,2,3,71.4,62,0,1,"moderate","no","yes","no",1,1,3,NA,1,3,0,5,0,120
2000,"female",51,1967,"other","no","Other",12,2,4,31.6,35,0,6,"liberal","no","yes","yes",1,2,3,85.16,3,1,0,3,0,120
2001,"male",81,1937,"other","yes","Latinx",11,6,1,47.99,46,7,2,"moderate","yes",NA,"yes",7,7,2,NA,1,5,2,3,0,90
2002,"female",60,1958,"White","no","White",15,2,3,63.7,51,0,6,"liberal","no","no","no",1,2,4,70.53,3,3,0,0,160,120
2003,"female",56,1962,"White","no","White",17,2,1,52,46,5,1,"liberal","no","no","no",6,6,3,NA,1,0,0,2,190,120
2004,"female",55,1963,"White","yes","Latinx",17,2,1,80.9,61,3,1,"liberal","no","no","yes",7,6,3,69.91,2,7,0,3,220,120
2005,"male",49,1969,"White","no","White",15,0,1,78.3,51,0,6,"liberal","no",NA,"yes",1,3,3,NA,1,0,11,1,0,120
2006,"female",64,1954,"White","no","White",15,1,1,84.2,64,1,1,"moderate","no","no","no",6,6,2,82.06,1,0,0,3,0,120
2007,"female",29,1989,"other","yes","Latinx",20,0,4,13.6,21,0,6,"liberal","no","yes","no",2,2,NA,71.06,2,1,10,NA,0,90
2008,"female",46,1972,"White","no","White",16,3,3,91.1,69,0,6,"liberal","no","no","no",1,3,3,NA,1,4,0,1,200,120
2009,"female",19,1999,"White","yes","Latinx",12,0,4,44.13,44,0,6,"liberal","no","yes","yes",1,2,NA,68.58,1,0,10,NA,0,50
2010,"female",19,1999,"other","yes","Latinx",12,0,4,35.28,39,5,2,"moderate","no","yes","no",3,4,3,NA,1,1,0,2,0,80
2011,"male",19,1999,"White","no","White",12,0,4,44.27,43,0,6,"liberal","no",NA,"no",1,2,2,NA,1,1,11,2,0,10
2012,"female",41,1977,"White","no","White",16,2,1,89.1,62,8,1,"moderate","no","no","yes",7,6,2,71.07,3,5,0,2,0,120
2013,"male",25,1993,"White","no","White",16,0,4,32.6,50,0,6,"liberal","no","yes","yes",1,2,NA,69.16,1,3,10,NA,120,100
2014,"male",73,1945,"White","no","White",15,2,1,52.1,38,8,1,"moderate","yes",NA,"yes",4,5,2,NA,1,0,6,2,0,110
2015,"male",74,1944,"White","no","White",13,3,1,53.1,60,2,2,"moderate","no","yes","yes",4,4,1,80.35,3,1,0,3,0,120
2016,"female",53,1965,"White","no","White",12,0,1,84.2,64,8,2,"moderate","no","yes","yes",7,7,1,80.29,2,2,0,2,130,110
2017,"female",49,1969,"White","no","White",12,2,3,20.8,39,0,1,"liberal","yes",NA,"yes",7,6,1,NA,1,0,10,1,0,120
2018,"male",69,1949,"White","no","White",15,3,1,28.7,44,2,2,"moderate","yes","no","yes",7,4,NA,69.56,4,2,3,NA,0,120
2019,"male",55,1963,"White","no","White",18,2,1,79.4,65,4,1,"moderate","no","no","yes",7,6,2,NA,1,4,0,1,260,130
2020,"male",51,1967,"White","no","White",15,2,1,59.8,45,2,6,"liberal","yes",NA,"yes",6,4,3,NA,1,3,12,1,0,120
2021,"male",68,1950,"White","no","White",14,0,4,57.4,50,0,1,"moderate","no","no","yes",2,4,2,70.55,1,3,0,3,0,120
2022,"female",66,1952,"White","no","White",15,0,1,52,46,7,2,"moderate","yes",NA,"yes",6,7,1,NA,1,0,5,1,0,120
2023,"male",63,1955,"other","no","Other",18,3,3,69.3,59,7,1,"fundamentalist","no","yes","yes",6,6,2,NA,1,3,0,2,0,120
2024,"male",57,1961,"White","no","White",17,2,3,46.2,33,0,6,"liberal","yes",NA,"yes",3,1,3,NA,1,0,10,3,220,120
2025,"male",44,1974,"White","no","White",20,2,1,75.2,66,6,2,"moderate","yes","no","no",7,5,NA,79.15,4,6,12,NA,250,130
2026,"female",26,1992,"AfricanAmerican","no","AfricanAmerican",16,0,4,82.5,64,0,1,"moderate","yes",NA,"no",4,1,2,NA,1,0,9,2,180,120
2027,"male",44,1974,"White","no","White",20,0,4,85.8,73,3,1,"liberal","no","yes","no",1,2,NA,79.08,3,0,12,NA,180,120
2028,"female",58,1960,"White","no","White",19,3,3,92.2,72,0,6,"liberal","no",NA,"no",2,4,2,NA,1,0,12,0,250,120
2029,"female",41,1977,"White","no","White",14,1,3,13.6,33,0,6,"liberal","no","yes","yes",4,4,1,70.01,1,1,0,2,130,110
2030,"male",24,1994,"White","no","White",19,2,1,39.7,31,2,1,"moderate","yes","yes","no",4,6,NA,72.54,3,4,12,NA,0,80
2031,"female",28,1990,"White","no","White",15,0,1,61.4,46,0,5,"none","no",NA,"no",3,3,2,NA,1,1,7,4,130,120
2032,"female",36,1982,"White","no","White",16,1,4,65.3,47,1,6,"liberal","no","yes","yes",1,3,3,NA,1,1,0,1,170,120
2033,"male",34,1984,"White","no","White",14,2,1,78.3,51,0,6,"liberal","no","yes","no",1,2,NA,82.29,1,5,11,NA,20,120
