neighid,male,dadeduc,momeduc,socialcapital,familywealth,deprive
708,male,no,yes,6.9720001,1.5177,-.73799998
709,male,no,no,5.9720001,.73500001,-.266
709,female,no,no,9.9720001,2.4151001,-.266
709,female,no,no,-1.028,-1.3276,-.266
709,female,no,yes,-11.028,-.36000001,-.266
709,male,no,yes,-14.028,-.13249999,-.266
709,female,no,no,-8.0279999,.56099999,-.266
709,male,no,no,4.9720001,.56099999,-.266
709,female,no,no,1.972,.56099999,-.266
709,female,no,yes,-.028000001,.3917,-.266
710,female,no,no,11.972,-1.3276,.17399999
710,male,no,yes,-11.028,-1.3276,.17399999
710,female,no,no,-14.028,-1.3276,.17399999
710,female,no,no,.972,.3917,.17399999
710,female,no,yes,-21.028,-.13249999,.17399999
710,female,no,no,-9.0279999,-1.3276,.17399999
710,female,no,no,3.9719999,-.13249999,.17399999
710,female,no,yes,-7.0279999,.9127,.17399999
710,female,no,no,4.9720001,.26409999,.17399999
710,male,no,no,3.9719999,1.1404999,.17399999
710,female,no,yes,16.972,1.5177,.17399999
710,male,yes,no,-2.0280001,.029300001,.17399999
710,male,yes,yes,-8.0279999,-.13249999,.17399999
711,female,no,no,.972,.029300001,-.17200001
711,female,yes,yes,16.972,.9127,-.17200001
711,female,no,no,-1.028,.56099999,-.17200001
711,male,no,no,-.028000001,-.13249999,-.17200001
711,male,no,no,-.028000001,.73500001,-.17200001
711,female,no,no,9.9720001,-.36000001,-.17200001
712,male,yes,yes,-.028000001,-.13249999,.075999998
712,female,no,yes,14.972,.9127,.075999998
712,male,no,no,1.972,-.13249999,.075999998
712,female,no,no,8.9720001,.9127,.075999998
712,female,no,no,5.9720001,1.1404999,.075999998
712,female,yes,yes,4.9720001,.1582,.075999998
712,male,no,no,-3.0280001,-.13249999,.075999998
712,male,no,no,9.9720001,.1582,.075999998
712,female,no,no,-6.0279999,-.5812,.075999998
712,female,no,no,3.9719999,-1.3276,.075999998
712,female,no,no,14.972,-1.3276,.075999998
713,male,no,no,-16.028,.029300001,.153
713,female,no,no,6.9720001,.029300001,.153
713,male,no,no,10.972,.3917,.153
713,female,yes,yes,-5.0279999,.73500001,.153
713,female,no,no,-1.028,.3917,.153
713,female,no,yes,-6.0279999,.56099999,.153
713,female,no,no,14.972,.029300001,.153
713,male,no,no,11.972,.73500001,.153
714,female,no,no,-.028000001,-1.3276,.063000001
714,female,no,no,8.9720001,.73500001,.063000001
714,female,no,no,-1.028,.3917,.063000001
714,male,no,no,-18.028,-1.3276,.063000001
714,female,no,yes,.972,-.5812,.063000001
714,female,no,no,.972,.1582,.063000001
714,female,no,no,11.972,-.13249999,.063000001
714,male,no,no,9.9720001,1.5177,.063000001
715,male,yes,no,6.9720001,.26409999,-.25400001
715,female,no,no,-9.0279999,-.13249999,-.25400001
715,male,no,no,6.9720001,1.5177,-.25400001
715,male,yes,yes,-7.0279999,2.4151001,-.25400001
715,female,no,no,8.9720001,-.13249999,-.25400001
716,male,no,no,-1.028,-.36000001,.43599999
717,female,yes,no,1.972,.26409999,1.2640001
717,male,no,no,1.972,-.13249999,1.2640001
717,female,no,no,3.9719999,.1582,1.2640001
718,male,no,no,-15.028,-1.3276,1.645
719,female,no,no,-.028000001,-.36000001,.60299999
719,male,no,no,-1.028,.1582,.60299999
721,male,yes,yes,.972,.029300001,1.226
721,male,yes,yes,-17.028,1.1404999,1.226
721,female,no,no,10.972,.9127,1.226
721,female,no,no,3.9719999,.3917,1.226
722,male,no,no,-2.0280001,-.5812,.101
722,female,no,no,-7.0279999,.029300001,.101
722,male,no,no,1.972,-1.3276,.101
723,male,no,no,-2.0280001,-.13249999,1.257
723,female,no,no,6.9720001,.73500001,1.257
723,male,no,no,-7.0279999,-1.3276,1.257
723,female,no,no,-17.028,-1.3276,1.257
723,male,no,no,1.972,-1.3276,1.257
723,male,no,no,5.9720001,.73500001,1.257
723,male,no,no,-2.0280001,-1.3276,1.257
724,female,no,yes,-1.028,.73500001,-.257
724,female,no,no,15.972,.56099999,-.257
724,male,no,no,9.9720001,1.5177,-.257
724,female,no,yes,12.972,.9127,-.257
724,female,no,no,17.972,1.5177,-.257
724,male,no,no,13.972,2.4151001,-.257
725,female,yes,yes,2.9719999,.1582,-.44299999
727,male,no,yes,-13.028,-.13249999,-.101
727,female,no,no,8.9720001,.26409999,-.101
727,female,yes,no,19.972,2.4151001,-.101
727,female,no,yes,7.9720001,-.36000001,-.101
727,male,no,no,.972,-.13249999,-.101
727,female,yes,yes,41.972,2.4151001,-.101
728,female,no,no,-4.0279999,.26409999,.088
728,female,no,no,-.028000001,.3917,.088
728,female,no,yes,11.972,.56099999,.088
728,male,no,no,16.972,1.1404999,.088
728,female,no,no,6.9720001,.029300001,.088
730,male,no,no,-13.028,-.5812,.39399999
731,male,yes,yes,8.9720001,1.5177,-.161
731,female,no,yes,-4.0279999,1.5177,-.161
731,female,yes,no,14.972,2.4151001,-.161
731,male,yes,no,1.972,.3917,-.161
732,male,no,no,-16.028,-1.3276,.223
732,female,no,no,-3.0280001,.9127,.223
732,male,no,no,12.972,2.4151001,.223
732,female,no,no,-7.0279999,-1.3276,.223
732,male,yes,yes,3.9719999,.3917,.223
732,female,no,no,14.972,1.1404999,.223
732,female,no,no,3.9719999,.1582,.223
733,male,yes,yes,-27.028,-1.3276,.98199999
733,male,yes,yes,-6.0279999,-.36000001,.98199999
733,male,yes,yes,-5.0279999,-1.3276,.98199999
733,female,yes,no,12.972,1.5177,.98199999
733,female,no,no,.972,-1.3276,.98199999
733,male,no,no,8.9720001,.26409999,.98199999
733,female,no,yes,4.9720001,.73500001,.98199999
733,female,no,no,11.972,.73500001,.98199999
733,female,no,no,-6.0279999,-.5812,.98199999
734,male,yes,no,16.972,1.5177,.72399998
734,male,yes,yes,-16.028,-.5812,.72399998
734,female,no,no,-12.028,-.36000001,.72399998
734,female,no,yes,.972,.029300001,.72399998
734,female,no,no,.972,.73500001,.72399998
734,female,no,no,-13.028,.26409999,.72399998
734,male,no,yes,-3.0280001,.029300001,.72399998
735,male,no,no,-15.028,-1.3276,.33500001
735,male,no,no,-8.0279999,-.5812,.33500001
735,male,no,no,-7.0279999,-.36000001,.33500001
736,female,no,no,.972,.56099999,-.207
736,female,no,no,14.972,.9127,-.207
736,female,no,no,1.972,-.36000001,-.207
736,male,no,no,-7.0279999,-.13249999,-.207
736,female,no,no,10.972,1.1404999,-.207
737,female,no,no,3.9719999,.73500001,-1.048
737,male,no,yes,2.9719999,.56099999,-1.048
737,female,no,yes,5.9720001,.1582,-1.048
737,male,no,yes,15.972,2.4151001,-1.048
737,female,yes,yes,9.9720001,.56099999,-1.048
741,female,no,no,-13.028,-1.3276,-.105
741,male,no,yes,-4.0279999,-.13249999,-.105
742,female,no,no,-3.0280001,.9127,-.114
743,male,yes,yes,14.972,.9127,-.583
744,male,no,no,-1.028,.26409999,-.14300001
744,female,no,no,-19.028,.26409999,-.14300001
744,male,no,no,5.9720001,.029300001,-.14300001
744,female,no,no,-4.0279999,-1.3276,-.14300001
745,male,yes,yes,-14.028,-.36000001,-.146
746,female,no,no,-6.0279999,.1582,.29899999
746,female,no,yes,-16.028,-1.3276,.29899999
746,female,yes,no,-8.0279999,-.5812,.29899999
746,female,yes,no,-2.0280001,-1.3276,.29899999
746,female,yes,yes,4.9720001,.73500001,.29899999
747,female,no,no,1.972,-1.3276,-.093000002
747,female,no,no,11.972,.73500001,-.093000002
747,male,no,no,-9.0279999,.029300001,-.093000002
747,male,no,no,-1.028,-1.3276,-.093000002
747,male,no,no,5.9720001,.9127,-.093000002
748,female,no,no,-5.0279999,-1.3276,-.037999999
748,male,no,no,-10.028,-1.3276,-.037999999
748,male,yes,yes,12.972,1.1404999,-.037999999
749,female,no,yes,-6.0279999,-.13249999,-.107
749,male,no,no,6.9720001,.3917,-.107
750,female,yes,yes,-.028000001,.029300001,-.60100001
750,female,no,no,-14.028,-.36000001,-.60100001
750,male,no,no,-3.0280001,.029300001,-.60100001
752,female,no,no,-18.028,-1.3276,.102
752,male,no,no,-5.0279999,-.36000001,.102
752,female,no,no,-7.0279999,-.5812,.102
752,male,no,no,-7.0279999,.029300001,.102
752,male,no,no,-4.0279999,-1.3276,.102
753,male,no,no,1.972,.56099999,-.322
753,male,no,yes,16.972,.26409999,-.322
753,female,yes,yes,12.972,1.5177,-.322
753,female,no,yes,9.9720001,.1582,-.322
753,female,no,no,12.972,.73500001,-.322
766,female,no,no,4.9720001,.56099999,.271
766,female,yes,yes,-8.0279999,-.13249999,.271
768,male,no,no,1.972,-.13249999,1.017
768,male,no,no,5.9720001,.26409999,1.017
769,male,no,no,-5.0279999,-1.3276,.50199997
769,male,no,no,18.972,.1582,.50199997
769,male,no,no,.972,.56099999,.50199997
769,male,no,no,-7.0279999,-1.3276,.50199997
769,female,no,no,-13.028,-1.3276,.50199997
771,female,no,no,-9.0279999,-.13249999,.25600001
771,male,no,no,7.9720001,.3917,.25600001
772,female,no,no,-16.028,-1.3276,.76099998
773,male,no,no,-1.028,-.13249999,-.322
774,female,no,no,-3.0280001,-.5812,.417
774,female,yes,no,-9.0279999,1.5177,.417
775,male,no,no,-11.028,-.5812,-.030999999
775,female,no,no,-1.028,.9127,-.030999999
775,male,no,no,-5.0279999,-.13249999,-.030999999
775,female,no,no,-8.0279999,-.36000001,-.030999999
775,male,no,no,-.028000001,-.13249999,-.030999999
776,female,no,no,4.9720001,.73500001,.40599999
776,female,no,no,-9.0279999,-.13249999,.40599999
776,male,no,no,-5.0279999,-.36000001,.40599999
776,male,no,no,-4.0279999,.1582,.40599999
776,male,no,no,-3.0280001,-1.3276,.40599999
776,female,no,no,-1.028,-1.3276,.40599999
777,female,no,no,-9.0279999,-.5812,.90200001
777,male,no,no,-11.028,-1.3276,.90200001
777,female,no,no,-12.028,-1.3276,.90200001
778,male,no,no,3.9719999,-.5812,.0089999996
778,female,no,yes,-3.0280001,.1582,.0089999996
778,female,yes,yes,-2.0280001,-.5812,.0089999996
778,female,no,no,-1.028,.9127,.0089999996
778,male,no,no,1.972,.9127,.0089999996
778,female,no,no,-8.0279999,-.36000001,.0089999996
778,female,no,no,-10.028,.56099999,.0089999996
779,male,no,no,6.9720001,-.36000001,.52700001
779,male,no,no,1.972,-.13249999,.52700001
779,female,no,no,-15.028,-.5812,.52700001
779,male,no,no,-18.028,-.36000001,.52700001
779,male,no,no,8.9720001,.9127,.52700001
779,male,yes,yes,-7.0279999,.3917,.52700001
779,male,no,no,9.9720001,.1582,.52700001
779,female,no,no,16.972,1.5177,.52700001
780,male,no,no,-.028000001,.029300001,.017000001
780,male,no,no,-24.028,-1.3276,.017000001
780,male,no,no,-.028000001,.029300001,.017000001
782,female,no,no,19.972,1.5177,1.298
782,female,yes,no,-6.0279999,.56099999,1.298
782,male,no,no,-12.028,-1.3276,1.298
782,male,no,no,-.028000001,.029300001,1.298
782,male,no,yes,-10.028,-1.3276,1.298
783,female,no,no,-12.028,-1.3276,-.244
783,female,no,no,7.9720001,.9127,-.244
783,female,no,no,-8.0279999,-1.3276,-.244
784,female,no,no,-1.028,-1.3276,-.0049999999
784,male,no,no,2.9719999,1.1404999,-.0049999999
785,male,no,no,1.972,1.5177,.94499999
785,female,no,no,-15.028,.1582,.94499999
785,female,no,no,.972,-1.3276,.94499999
785,female,no,no,-.028000001,.029300001,.94499999
785,male,no,no,-1.028,-.13249999,.94499999
785,male,no,no,10.972,.26409999,.94499999
785,female,no,no,6.9720001,.3917,.94499999
785,female,no,no,.972,-.13249999,.94499999
785,female,no,no,-12.028,.1582,.94499999
785,male,no,yes,10.972,.3917,.94499999
786,male,no,no,-16.028,-1.3276,1.712
786,male,no,no,-5.0279999,-1.3276,1.712
786,male,no,no,-13.028,-1.3276,1.712
786,male,no,no,-7.0279999,-1.3276,1.712
786,male,no,no,-14.028,-1.3276,1.712
786,female,no,no,9.9720001,.029300001,1.712
787,female,no,no,-21.028,-.36000001,.82300001
787,female,no,no,2.9719999,.1582,.82300001
788,female,no,no,-20.028,-.36000001,.0049999999
788,male,no,no,-21.028,-.36000001,.0049999999
788,male,no,no,23.972,1.5177,.0049999999
788,female,no,no,-2.0280001,.1582,.0049999999
788,female,no,no,1.972,.029300001,.0049999999
789,male,no,no,-7.0279999,.1582,.86699998
789,male,no,no,-12.028,-1.3276,.86699998
789,male,no,no,-11.028,-1.3276,.86699998
789,female,yes,no,-20.028,-1.3276,.86699998
789,male,no,no,6.9720001,.1582,.86699998
789,male,no,no,-7.0279999,-.5812,.86699998
790,female,no,no,-20.028,-1.3276,.67400002
790,female,no,yes,-24.028,-1.3276,.67400002
790,female,no,no,-.028000001,-.13249999,.67400002
790,male,no,no,3.9719999,-1.3276,.67400002
791,male,no,no,6.9720001,.1582,.242
792,female,no,no,-5.0279999,.3917,-.086000003
792,male,no,no,-13.028,.029300001,-.086000003
792,female,no,no,-7.0279999,-1.3276,-.086000003
792,male,yes,no,11.972,1.5177,-.086000003
792,female,no,no,-12.028,-1.3276,-.086000003
792,male,no,no,-3.0280001,1.5177,-.086000003
793,female,no,yes,-1.028,.029300001,1.156
793,male,no,yes,-17.028,-1.3276,1.156
793,male,no,yes,2.9719999,-.36000001,1.156
793,male,no,no,-23.028,-1.3276,1.156
793,male,no,no,-7.0279999,-.36000001,1.156
793,female,no,no,-27.028,-1.3276,1.156
793,male,yes,yes,1.972,.1582,1.156
793,male,no,no,-27.028,-.5812,1.156
794,female,no,no,-7.0279999,-1.3276,2.3299999
794,female,no,no,-3.0280001,-1.3276,2.3299999
794,male,no,no,-15.028,-1.3276,2.3299999
794,male,no,no,17.972,.56099999,2.3299999
794,female,no,no,6.9720001,-.36000001,2.3299999
794,male,no,no,1.972,-.36000001,2.3299999
794,male,no,no,-7.0279999,-.13249999,2.3299999
794,male,no,no,-5.0279999,-1.3276,2.3299999
794,female,no,no,-8.0279999,-.36000001,2.3299999
794,female,no,no,-7.0279999,-1.3276,2.3299999
794,male,no,no,-27.028,-1.3276,2.3299999
794,female,no,no,-21.028,-1.3276,2.3299999
794,female,no,no,6.9720001,.029300001,2.3299999
794,male,yes,yes,-2.0280001,-.36000001,2.3299999
795,female,no,no,-9.0279999,-.36000001,1.386
795,male,no,no,-16.028,-1.3276,1.386
796,male,no,no,-23.028,-.36000001,.77399999
796,male,no,no,-17.028,-1.3276,.77399999
796,male,no,no,-5.0279999,.029300001,.77399999
796,male,no,no,7.9720001,.9127,.77399999
796,female,no,yes,1.972,.029300001,.77399999
796,male,no,no,-26.028,-.5812,.77399999
796,male,no,no,1.972,.3917,.77399999
796,female,no,no,3.9719999,.73500001,.77399999
796,male,no,no,-4.0279999,-1.3276,.77399999
797,female,no,no,1.972,-.13249999,.597
797,female,yes,yes,-10.028,-1.3276,.597
797,male,no,no,-8.0279999,-1.3276,.597
797,female,no,no,-5.0279999,-.13249999,.597
797,female,no,no,-11.028,-1.3276,.597
798,male,yes,no,-4.0279999,.9127,.074000001
798,female,no,no,1.972,-.5812,.074000001
798,female,no,no,-6.0279999,-.36000001,.074000001
798,female,no,no,7.9720001,.9127,.074000001
798,male,no,no,-4.0279999,.3917,.074000001
798,female,no,no,3.9719999,.1582,.074000001
798,male,no,no,-9.0279999,-.36000001,.074000001
798,female,yes,no,-7.0279999,.56099999,.074000001
798,male,no,yes,5.9720001,.3917,.074000001
798,female,no,no,-.028000001,.56099999,.074000001
799,male,no,no,-11.028,-.13249999,-.347
799,female,no,no,-6.0279999,-1.3276,-.347
800,male,yes,no,-6.0279999,-.36000001,.61400002
800,male,no,no,8.9720001,1.1404999,.61400002
801,female,yes,no,4.9720001,.26409999,.18799999
801,male,no,yes,-8.0279999,1.1404999,.18799999
803,male,no,no,3.9719999,-.13249999,.368
803,female,yes,yes,-9.0279999,-1.3276,.368
803,female,no,yes,-1.028,-.36000001,.368
803,male,no,no,-27.028,-1.3276,.368
804,male,no,no,-15.028,-.13249999,2.438
804,female,no,no,6.9720001,-.36000001,2.438
804,female,no,no,9.9720001,.029300001,2.438
805,male,no,yes,5.9720001,.3917,.96399999
805,male,no,no,-1.028,-.36000001,.96399999
807,male,no,no,5.9720001,.56099999,.155
807,female,no,no,5.9720001,.26409999,.155
807,female,no,no,-15.028,-1.3276,.155
807,female,no,no,-11.028,-1.3276,.155
807,male,no,no,-2.0280001,.029300001,.155
807,female,no,no,-14.028,-1.3276,.155
808,male,yes,yes,-7.0279999,.029300001,.043000001
808,female,no,yes,8.9720001,.56099999,.043000001
808,male,no,no,-5.0279999,-.36000001,.043000001
809,female,no,no,-.028000001,.56099999,.088
809,female,no,no,-19.028,-1.3276,.088
809,male,no,no,1.972,.3917,.088
809,female,no,no,7.9720001,.56099999,.088
809,male,no,no,-.028000001,2.4151001,.088
809,female,no,no,-10.028,-1.3276,.088
809,male,no,yes,-13.028,.56099999,.088
812,male,no,no,-5.0279999,-.5812,.336
813,male,no,no,-21.028,-1.3276,.094999999
813,male,no,no,-4.0279999,-1.3276,.094999999
814,male,no,no,14.972,1.1404999,-.27599999
815,female,yes,yes,-.028000001,-.13249999,.373
815,male,no,no,-10.028,-1.3276,.373
816,male,no,no,-2.0280001,-.36000001,.90799999
816,male,no,no,-15.028,-1.3276,.90799999
816,female,no,no,-3.0280001,-.36000001,.90799999
816,male,no,no,3.9719999,.3917,.90799999
817,female,no,no,-18.028,-1.3276,1.669
817,male,no,no,-14.028,-1.3276,1.669
817,female,no,yes,5.9720001,.56099999,1.669
818,male,yes,no,5.9720001,.029300001,.221
818,male,yes,yes,6.9720001,.9127,.221
818,female,no,yes,-.028000001,.56099999,.221
818,female,yes,no,-7.0279999,-1.3276,.221
818,male,no,no,-16.028,-1.3276,.221
819,male,no,no,2.9719999,-.36000001,.105
819,male,no,yes,5.9720001,.3917,.105
819,female,no,no,-13.028,-.5812,.105
819,male,no,no,-24.028,-1.3276,.105
819,male,no,no,6.9720001,.26409999,.105
821,male,no,no,8.9720001,.029300001,.39300001
821,male,no,yes,16.972,.56099999,.39300001
822,female,no,no,-10.028,.73500001,.164
822,female,no,no,-13.028,-1.3276,.164
822,female,no,no,-16.028,-1.3276,.164
822,male,yes,yes,-15.028,-1.3276,.164
822,male,no,no,7.9720001,.3917,.164
822,female,no,no,-8.0279999,-1.3276,.164
822,male,no,no,-13.028,-1.3276,.164
822,female,no,no,6.9720001,.3917,.164
822,female,no,no,-6.0279999,.56099999,.164
822,male,no,no,-16.028,-1.3276,.164
822,female,no,no,3.9719999,1.5177,.164
822,male,yes,no,5.9720001,1.5177,.164
822,male,yes,yes,2.9719999,1.5177,.164
823,female,no,no,19.972,1.5177,.53299999
823,female,no,no,-19.028,-1.3276,.53299999
823,female,no,no,-9.0279999,-.5812,.53299999
823,female,no,yes,-.028000001,.1582,.53299999
823,male,no,no,.972,-.5812,.53299999
823,male,no,no,4.9720001,.3917,.53299999
823,female,no,no,-8.0279999,-1.3276,.53299999
823,female,no,no,-7.0279999,-1.3276,.53299999
823,male,no,no,-3.0280001,.029300001,.53299999
823,female,no,yes,-12.028,-1.3276,.53299999
824,female,no,no,-14.028,-1.3276,.124
824,male,no,no,8.9720001,1.1404999,.124
824,male,no,no,-19.028,-1.3276,.124
824,female,no,no,6.9720001,-.13249999,.124
824,female,no,no,7.9720001,.029300001,.124
824,female,yes,yes,4.9720001,-.5812,.124
824,male,no,no,9.9720001,.56099999,.124
824,male,no,no,2.9719999,.3917,.124
824,male,yes,no,19.972,.26409999,.124
824,male,no,no,18.972,-.13249999,.124
825,male,no,no,-14.028,-1.3276,.71200001
825,female,no,no,-3.0280001,-1.3276,.71200001
825,male,no,no,-13.028,-1.3276,.71200001
825,female,no,no,-7.0279999,.1582,.71200001
825,male,no,no,10.972,.1582,.71200001
826,male,yes,yes,-1.028,.26409999,.109
826,female,no,no,15.972,.029300001,.109
826,male,no,no,-13.028,-.5812,.109
826,female,yes,no,22.972,1.1404999,.109
826,female,no,no,10.972,1.1404999,.109
827,female,no,no,-4.0279999,-1.3276,-.113
827,female,no,no,9.9720001,1.1404999,-.113
827,female,no,no,7.9720001,.56099999,-.113
827,male,no,yes,7.9720001,.3917,-.113
827,female,no,no,-5.0279999,-.36000001,-.113
828,male,no,no,-3.0280001,-.13249999,-.046999998
828,female,no,no,9.9720001,1.1404999,-.046999998
828,male,no,yes,5.9720001,.26409999,-.046999998
828,male,no,no,-1.028,-.13249999,-.046999998
828,male,no,no,-15.028,-1.3276,-.046999998
829,male,no,no,-11.028,-1.3276,-.013
829,female,yes,no,-11.028,-1.3276,-.013
829,male,no,yes,5.9720001,.1582,-.013
831,male,yes,no,7.9720001,.26409999,-.498
831,female,no,no,-5.0279999,-.36000001,-.498
831,male,yes,yes,25.972,1.5177,-.498
832,female,no,yes,9.9720001,-1.3276,-.025
833,female,no,yes,22.972,1.1404999,-.27399999
834,female,no,no,13.972,2.4151001,-.117
835,female,no,no,-11.028,-1.3276,-.514
835,female,no,yes,-1.028,.73500001,-.514
836,male,no,yes,10.972,.3917,-.69300002
836,female,yes,yes,15.972,1.1404999,-.69300002
836,female,no,no,-8.0279999,-1.3276,-.69300002
836,male,no,no,4.9720001,.26409999,-.69300002
837,female,no,no,3.9719999,1.1404999,-.81800002
837,male,no,no,-4.0279999,.56099999,-.81800002
837,female,no,no,6.9720001,.1582,-.81800002
838,female,no,no,-1.028,-.36000001,-.435
838,female,no,no,-13.028,-.13249999,-.435
838,female,no,no,4.9720001,.029300001,-.435
838,female,no,no,-4.0279999,-1.3276,-.435
839,male,no,no,-6.0279999,-1.3276,-.42399999
839,male,no,no,-5.0279999,-.36000001,-.42399999
839,female,no,no,-2.0280001,.56099999,-.42399999
840,male,no,no,-4.0279999,-1.3276,-.33199999
861,male,yes,yes,4.9720001,.1582,.67799997
861,male,no,no,-4.0279999,-.13249999,.67799997
861,female,yes,yes,-.028000001,.26409999,.67799997
861,female,no,no,10.972,.9127,.67799997
862,female,no,no,-1.028,-.36000001,2.4979999
863,male,yes,yes,2.9719999,.3917,-.155
863,female,no,no,13.972,.56099999,-.155
863,male,no,no,-6.0279999,.56099999,-.155
863,male,no,no,-5.0279999,.73500001,-.155
863,female,yes,yes,-1.028,-.36000001,-.155
863,female,no,no,1.972,.3917,-.155
863,female,no,no,14.972,1.5177,-.155
863,female,no,no,.972,.56099999,-.155
864,female,no,no,14.972,-.36000001,-.083999999
864,female,no,yes,1.972,.73500001,-.083999999
864,female,no,no,-4.0279999,-.13249999,-.083999999
864,male,no,no,-10.028,.73500001,-.083999999
865,male,no,no,-1.028,-.13249999,-.52399999
865,male,no,no,7.9720001,.9127,-.52399999
865,male,yes,yes,10.972,2.4151001,-.52399999
865,female,no,yes,14.972,1.5177,-.52399999
865,female,yes,yes,10.972,2.4151001,-.52399999
866,female,no,yes,7.9720001,2.4151001,-.64899999
866,female,no,no,-7.0279999,-.36000001,-.64899999
866,male,no,no,1.972,.26409999,-.64899999
866,male,no,no,11.972,.1582,-.64899999
867,female,no,no,-13.028,-.5812,.40099999
1057,female,yes,no,4.9720001,-.13249999,-.70099998
1057,female,yes,yes,1.972,1.5177,-.70099998
1057,male,yes,no,11.972,2.4151001,-.70099998
1058,female,yes,yes,14.972,2.4151001,-.60500002
1058,female,no,yes,10.972,1.5177,-.60500002
1059,male,yes,no,-7.0279999,-.36000001,-.83899999
1059,female,no,no,9.9720001,.56099999,-.83899999
1059,male,yes,yes,8.9720001,1.5177,-.83899999
1060,female,yes,yes,-27.028,-1.3276,-.67000002
1060,female,no,yes,36.972,.73500001,-.67000002
1060,male,yes,yes,-3.0280001,.1582,-.67000002
1061,female,yes,yes,14.972,2.4151001,-.935
1061,female,yes,yes,22.972,1.1404999,-.935
1061,male,yes,yes,10.972,2.4151001,-.935
1062,male,no,yes,.972,.3917,-.484
1062,male,no,yes,4.9720001,2.4151001,-.484
1062,female,yes,yes,7.9720001,1.5177,-.484
1062,female,no,no,13.972,.9127,-.484
1062,female,no,no,13.972,2.4151001,-.484
1062,male,yes,yes,35.972,1.5177,-.484
1063,female,no,no,-2.0280001,-.36000001,-.50999999
1063,female,yes,no,.972,1.5177,-.50999999
1063,female,no,no,-.028000001,.9127,-.50999999
1063,male,yes,yes,31.972,2.4151001,-.50999999
1064,female,yes,yes,-2.0280001,-1.3276,-.0020000001
1064,female,no,no,17.972,.3917,-.0020000001
1064,female,no,no,-.028000001,-.36000001,-.0020000001
1064,female,no,no,-1.028,.73500001,-.0020000001
1064,male,no,no,33.972,.26409999,-.0020000001
1065,male,yes,no,.972,-.36000001,-.479
1065,female,no,no,13.972,.9127,-.479
1065,male,no,no,-3.0280001,.26409999,-.479
1066,male,yes,yes,8.9720001,-.13249999,.052000001
1066,female,yes,yes,18.972,2.4151001,.052000001
1066,male,no,yes,2.9719999,.3917,.052000001
1067,female,no,no,14.972,-.13249999,.741
1067,male,no,no,-17.028,-.36000001,.741
1068,male,no,no,-7.0279999,-.5812,-.037
1069,male,no,no,1.972,-.13249999,-.45899999
1069,male,no,no,.972,-.36000001,-.45899999
1070,male,no,no,4.9720001,-.36000001,-.287
1070,female,yes,yes,6.9720001,.73500001,-.287
1070,female,no,no,18.972,.3917,-.287
1071,male,no,no,-9.0279999,-.36000001,-.287
1071,male,no,yes,-8.0279999,.73500001,-.287
1072,male,no,no,.972,.56099999,-.398
1072,female,no,no,1.972,.029300001,-.398
1072,female,no,no,3.9719999,.73500001,-.398
1072,female,yes,yes,11.972,.9127,-.398
1072,male,no,no,4.9720001,-.36000001,-.398
1072,male,no,no,7.9720001,.1582,-.398
1072,male,no,yes,5.9720001,.3917,-.398
1073,female,yes,no,-2.0280001,.73500001,-.55500001
1073,female,yes,yes,7.9720001,.3917,-.55500001
1073,female,no,yes,4.9720001,.73500001,-.55500001
1073,female,yes,no,11.972,.9127,-.55500001
1073,female,no,no,-.028000001,.56099999,-.55500001
1073,female,no,no,13.972,.73500001,-.55500001
1073,female,no,no,-4.0279999,-.13249999,-.55500001
1073,female,yes,yes,8.9720001,1.5177,-.55500001
1073,male,no,no,11.972,.56099999,-.55500001
1073,female,no,no,3.9719999,.73500001,-.55500001
1074,female,no,no,-5.0279999,-.36000001,.51499999
1074,male,yes,no,-1.028,-.5812,.51499999
1074,male,no,no,3.9719999,-.36000001,.51499999
1074,female,no,no,15.972,.9127,.51499999
1074,male,no,no,9.9720001,2.4151001,.51499999
1075,male,yes,yes,12.972,2.4151001,-.82099998
1075,female,yes,no,3.9719999,1.1404999,-.82099998
1075,male,yes,yes,-3.0280001,1.1404999,-.82099998
1075,male,yes,yes,19.972,2.4151001,-.82099998
1075,male,yes,yes,12.972,1.5177,-.82099998
1077,female,no,no,-11.028,-1.3276,.146
1078,female,yes,no,18.972,1.1404999,-.40900001
1078,female,no,no,2.9719999,.1582,-.40900001
1079,female,yes,yes,17.972,1.1404999,-.34599999
1079,female,no,no,5.9720001,1.1404999,-.34599999
1087,female,yes,yes,12.972,2.4151001,-.88
1088,male,no,no,-.028000001,.3917,-.68300003
1088,male,yes,yes,25.972,2.4151001,-.68300003
1088,female,yes,yes,4.9720001,1.1404999,-.68300003
1090,female,yes,yes,5.9720001,1.5177,-.49599999
1091,female,yes,yes,12.972,1.5177,-.30399999
1092,female,no,yes,13.972,.3917,-.152
1095,female,no,no,2.9719999,.73500001,-.36899999
1095,male,no,no,8.9720001,.1582,-.36899999
1095,female,yes,yes,13.972,1.1404999,-.36899999
1096,male,no,no,5.9720001,1.5177,-.17399999
1096,male,yes,yes,11.972,1.5177,-.17399999
1096,male,no,yes,.972,2.4151001,-.17399999
1097,female,no,no,11.972,1.1404999,-.58999997
1098,male,yes,yes,-10.028,1.5177,-.29300001
